record_id,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,temperature_c,humidity_pct,soil_ph,rainfall_mm,soil_moisture_pct,organic_matter_pct,sunlight_hours,altitude_m,soil_type,region,state,season,irrigation_method,crop_label
SF-00116,112.70,49.60,47.80,26.20,79.50,6.10,1734.70,66.10,2.20,8.00,535.00,silty_loam,south,Kerala,perennial,canal,rice
SF-01289,38.20,39.40,47.90,29.20,67.00,7.30,596.40,35.70,2.14,9.10,345.00,sandy_loam,plateau,Chhattisgarh,kharif,drip,mungbean
SF-01614,100.70,60.80,106.00,29.10,86.20,6.40,1465.30,57.90,2.78,9.20,526.00,black,east,Bihar,perennial,drip,banana
SF-00189,106.40,54.00,51.60,10.60,54.60,7.40,707.60,33.80,2.34,9.80,1155.00,loam,plateau,Jharkhand,rabi,sprinkler,wheat
SF-00708,96.60,39.60,53.20,29.30,83.00,7.00,1625.70,70.50,2.34,8.20,394.00,clay,east,Jharkhand,kharif,rainfed,jute
SF-00428,111.60,44.90,57.10,30.40,76.40,7.00,1667.10,71.80,2.52,9.30,264.00,black,coastal,Andhra Pradesh,kharif,canal,sugarcane
SF-01491,49.70,51.70,56.50,27.70,55.50,7.20,709.20,24.70,1.60,11.00,231.00,loam,west,Goa,kharif,sprinkler,groundnut
SF-00995,38.70,42.00,43.40,20.80,76.10,6.70,493.90,33.80,1.72,8.70,723.00,red,west,Rajasthan,rabi,sprinkler,kidneybeans
SF-01360,37.20,52.70,51.40,29.60,72.50,6.40,882.30,26.20,1.62,9.70,397.00,sandy_loam,south,Andhra Pradesh,kharif,rainfed,blackgram
SF-00426,106.20,39.20,72.90,30.50,66.10,7.00,1950.30,56.60,2.59,8.40,388.00,alluvial,central,Chhattisgarh,perennial,drip,sugarcane
SF-00481,82.40,29.70,55.50,29.20,52.00,6.40,885.20,32.40,2.35,10.30,743.00,loam,west,Maharashtra,kharif,drip,cotton
SF-00174,85.70,28.10,49.30,18.10,54.90,7.60,651.40,39.20,2.09,10.00,881.00,loam,plateau,Telangana,rabi,canal,wheat
SF-00472,115.50,41.50,76.50,33.20,74.50,6.70,1893.40,47.30,2.84,12.60,427.00,alluvial,west,Rajasthan,perennial,canal,sugarcane
SF-01404,38.80,43.40,31.10,30.70,68.70,6.90,773.10,25.70,2.10,10.10,738.00,sandy_loam,south,Kerala,kharif,rainfed,blackgram
SF-01024,39.20,35.70,48.40,20.00,66.70,6.80,507.90,36.10,2.15,9.50,969.00,loam,hill,Arunachal Pradesh,kharif,drip,kidneybeans
SF-00986,39.50,43.70,44.50,13.30,71.00,6.90,454.90,32.00,1.73,8.20,676.00,sandy_loam,north,Punjab,kharif,drip,kidneybeans
SF-01084,33.70,36.10,48.50,14.80,63.50,6.70,416.80,30.30,1.65,8.70,1091.00,sandy_loam,north,Uttar Pradesh,rabi,rainfed,lentil
SF-00979,38.20,51.50,51.00,22.90,65.40,7.10,707.70,28.20,1.68,8.50,678.00,red,west,Rajasthan,rabi,drip,kidneybeans
SF-00758,30.30,51.60,42.60,19.90,41.30,6.60,601.90,21.00,1.75,10.10,829.00,loam,west,Gujarat,rabi,sprinkler,chickpea
SF-00033,106.30,38.00,71.20,26.50,79.70,5.90,1900.10,72.70,2.42,7.70,460.00,alluvial,east,Odisha,perennial,canal,rice
SF-00889,53.80,44.10,49.60,27.60,61.20,6.60,1017.10,30.90,1.99,8.70,513.00,red,plateau,Maharashtra,kharif,rainfed,pigeonpea
SF-01291,39.10,43.70,55.60,25.10,64.00,6.40,930.80,23.90,1.30,9.10,775.00,loam,south,Tamil Nadu,zaid,rainfed,mungbean
SF-01111,32.20,49.80,35.90,17.40,58.40,7.10,386.40,23.80,2.07,7.80,455.00,loam,north,Uttarakhand,rabi,rainfed,lentil
SF-00125,97.90,38.90,51.80,12.30,58.20,7.10,626.30,24.10,2.33,9.70,588.00,alluvial,central,Chhattisgarh,rabi,canal,wheat
SF-00695,87.40,48.30,70.30,28.40,91.90,6.90,1912.40,67.70,3.05,9.10,196.00,silty_loam,east,Jharkhand,kharif,flood,jute
SF-00164,83.80,40.90,43.60,18.00,57.80,7.10,702.90,35.60,1.88,10.80,868.00,silty_loam,north,Uttar Pradesh,rabi,canal,wheat
SF-00204,92.50,49.20,38.60,13.30,52.10,6.90,611.90,39.80,2.32,9.80,842.00,silty_loam,plateau,Maharashtra,rabi,sprinkler,wheat
SF-00317,109.50,39.80,58.20,26.20,59.80,6.40,1159.40,46.30,2.47,9.90,349.00,red,plateau,Jharkhand,zaid,drip,maize
SF-01264,40.50,47.90,40.70,31.80,73.90,6.90,603.10,29.60,1.30,9.50,281.00,loam,plateau,Karnataka,zaid,drip,mungbean
SF-00781,33.20,62.50,60.50,16.90,25.70,7.80,471.50,21.40,1.57,9.20,924.00,loam,west,Rajasthan,rabi,sprinkler,chickpea
SF-00711,87.90,49.20,66.20,28.60,83.90,6.80,2387.60,72.50,2.41,8.40,639.00,silty_loam,coastal,Goa,kharif,rainfed,jute
SF-00050,104.50,38.70,62.30,25.70,80.70,6.20,1659.10,59.90,2.70,7.20,-27.00,alluvial,south,Karnataka,perennial,canal,rice
SF-00821,46.60,43.50,44.70,16.10,41.40,7.80,502.20,22.70,1.59,9.10,482.00,loam,west,Maharashtra,rabi,rainfed,chickpea
SF-00384,108.30,48.00,70.40,31.70,83.20,6.40,1616.50,51.00,3.37,10.30,540.00,black,south,Karnataka,kharif,drip,sugarcane
SF-00906,52.30,39.70,47.80,25.90,60.60,7.30,799.50,34.50,2.03,11.00,566.00,black,central,Madhya Pradesh,kharif,rainfed,pigeonpea
SF-00809,40.30,62.80,49.30,25.20,42.90,7.30,523.90,30.80,1.85,9.10,616.00,loam,north,Uttar Pradesh,rabi,rainfed,chickpea
SF-00783,39.10,61.70,37.60,17.50,47.00,7.70,456.00,23.20,1.31,9.80,560.00,black,west,Rajasthan,rabi,sprinkler,chickpea
SF-01229,22.70,47.40,40.60,23.00,54.80,6.50,811.50,38.80,2.26,8.50,215.00,sandy_loam,plateau,Maharashtra,kharif,rainfed,mungbean
SF-00351,78.70,49.50,49.90,27.60,62.40,6.60,728.20,39.60,1.94,9.60,541.00,red,north,Punjab,zaid,sprinkler,maize
SF-01457,54.00,56.40,53.50,21.10,60.10,6.30,804.40,24.50,1.31,10.70,759.00,loam,south,Karnataka,zaid,sprinkler,groundnut
SF-00345,91.70,35.40,57.70,24.30,66.20,6.70,401.80,41.10,2.41,9.80,574.00,red,plateau,Telangana,zaid,sprinkler,maize
SF-00252,96.30,45.40,53.70,23.00,70.80,6.90,615.80,38.00,2.26,10.00,828.00,red,north,Uttarakhand,kharif,sprinkler,maize
SF-00412,121.50,52.20,77.70,28.40,68.40,6.70,1556.20,63.00,2.94,11.20,520.00,black,coastal,Kerala,kharif,flood,sugarcane
SF-00219,102.80,48.40,52.50,17.90,60.20,7.00,608.60,30.80,1.73,9.80,773.00,loam,north,Haryana,rabi,canal,wheat
SF-01506,45.30,49.80,45.10,26.70,54.80,7.20,914.40,22.40,2.14,8.90,722.00,loam,plateau,Jharkhand,zaid,sprinkler,groundnut
SF-01694,95.30,40.80,86.90,14.20,63.40,6.20,858.80,52.20,1.80,6.80,1642.00,sandy_loam,north,Himachal Pradesh,rabi,sprinkler,potato
SF-00568,71.30,42.50,58.90,30.30,51.20,7.20,590.20,18.80,1.87,10.80,599.00,black,south,Andhra Pradesh,kharif,drip,cotton
SF-00788,45.50,52.80,46.60,26.60,49.90,7.50,437.40,19.30,1.56,10.90,758.00,loam,central,Chhattisgarh,rabi,sprinkler,chickpea
SF-01886,59.60,49.00,63.30,13.60,69.40,6.40,952.30,50.90,2.98,7.50,2352.00,silty_loam,north,Himachal Pradesh,perennial,drip,apple
SF-00221,106.90,42.60,43.80,18.60,55.00,7.60,649.90,20.90,2.12,10.70,1260.00,loam,north,Haryana,rabi,canal,wheat
SF-00368,105.60,45.80,92.70,29.40,67.60,6.80,1462.10,52.50,2.28,9.60,626.00,loam,coastal,Goa,perennial,drip,sugarcane
SF-01231,27.90,47.00,45.10,29.10,70.10,6.60,783.50,23.50,1.71,9.30,802.00,red,central,Madhya Pradesh,kharif,drip,mungbean
SF-00079,111.60,41.00,60.60,28.30,95.20,5.80,2387.30,70.90,2.67,7.60,474.00,silty_loam,east,Odisha,kharif,flood,rice
SF-00060,112.30,49.50,45.70,27.70,87.70,6.60,2285.10,70.20,2.15,6.80,457.00,silty_loam,south,Andhra Pradesh,perennial,canal,rice
SF-01871,63.90,38.70,75.30,15.90,63.00,5.70,1208.50,37.10,3.45,7.50,1590.00,loam,hill,Uttarakhand,rabi,drip,apple
SF-01014,31.90,42.90,47.40,26.70,64.10,7.10,611.50,22.20,2.03,8.10,802.00,loam,north,Haryana,rabi,drip,kidneybeans
SF-00308,78.20,36.10,56.50,26.20,56.50,6.60,836.30,26.20,2.13,9.40,560.00,red,north,Uttar Pradesh,zaid,sprinkler,maize
SF-01315,25.40,52.10,41.10,25.30,69.70,6.90,711.50,34.90,1.71,9.80,651.00,loam,west,Rajasthan,zaid,drip,mungbean
SF-01508,43.70,39.90,51.00,26.60,58.80,6.70,617.90,27.70,1.88,11.00,354.00,loam,south,Kerala,zaid,drip,groundnut
SF-00074,93.10,48.70,69.40,28.90,85.80,5.80,2125.90,68.10,2.30,8.00,647.00,silty_loam,coastal,Goa,perennial,canal,rice
SF-00745,32.60,59.00,49.20,13.10,44.40,6.50,358.80,25.50,1.93,9.80,751.00,sandy_loam,west,Gujarat,rabi,rainfed,chickpea
SF-01293,31.00,55.10,45.20,26.60,66.30,7.10,796.80,36.20,1.28,7.90,766.00,red,west,Gujarat,kharif,drip,mungbean
SF-00211,99.80,37.20,63.50,15.10,60.10,7.30,690.10,33.00,2.00,9.50,632.00,alluvial,north,Haryana,rabi,sprinkler,wheat
SF-00070,111.40,46.30,63.20,28.00,84.80,6.60,2427.50,71.90,2.75,6.80,385.00,silty_loam,south,Tamil Nadu,kharif,flood,rice
SF-00240,93.60,39.30,46.80,24.80,56.10,6.40,577.30,32.20,2.18,9.80,997.00,loam,central,Chhattisgarh,rabi,canal,wheat
SF-00163,102.10,38.60,48.70,14.20,64.30,7.10,713.00,39.00,2.94,8.40,585.00,silty_loam,north,Uttar Pradesh,rabi,canal,wheat
SF-00573,81.20,37.40,69.00,30.70,57.40,6.30,999.50,30.10,1.97,9.90,253.00,black,west,Gujarat,kharif,sprinkler,cotton
SF-01037,38.60,44.90,52.40,19.50,70.80,6.80,519.50,28.10,2.37,8.90,1206.00,loam,hill,Himachal Pradesh,rabi,drip,kidneybeans
SF-01006,44.40,42.20,57.20,22.10,74.00,7.10,746.60,28.30,1.82,8.30,461.00,red,central,Chhattisgarh,rabi,drip,kidneybeans
SF-01380,41.30,44.30,40.10,27.20,86.20,6.50,751.00,36.60,1.68,8.50,375.00,black,east,Odisha,kharif,drip,blackgram
SF-00874,38.20,47.30,43.40,28.90,48.50,6.50,943.00,34.20,2.17,10.00,578.00,loam,central,Chhattisgarh,kharif,rainfed,pigeonpea
SF-01441,47.00,55.90,50.30,25.90,51.10,7.10,598.80,28.40,1.76,11.10,270.00,loam,west,Gujarat,kharif,drip,groundnut
SF-01584,113.30,64.10,106.20,30.90,82.40,6.00,1951.60,58.70,3.38,9.70,691.00,black,south,Telangana,kharif,flood,banana
SF-01199,35.90,47.50,49.70,20.80,66.30,7.20,464.60,23.00,2.01,8.10,290.00,silty_loam,hill,Jammu and Kashmir,rabi,sprinkler,lentil
SF-01079,35.50,43.60,47.20,24.90,69.70,6.80,702.70,33.40,1.87,8.80,1073.00,red,central,Madhya Pradesh,rabi,sprinkler,kidneybeans
SF-00545,57.70,29.40,56.90,27.80,46.10,7.30,814.80,35.50,1.69,10.00,524.00,black,west,Maharashtra,kharif,sprinkler,cotton
SF-00594,74.90,40.80,70.40,34.20,40.20,6.80,709.00,33.40,1.75,10.40,714.00,loam,central,Chhattisgarh,kharif,sprinkler,cotton
SF-00046,112.60,51.50,66.70,23.80,85.30,5.90,2103.90,61.10,2.69,7.00,186.00,clay,coastal,Tamil Nadu,kharif,flood,rice
SF-01574,124.60,50.30,92.00,24.60,85.60,6.50,1157.90,61.20,3.25,9.80,226.00,alluvial,south,Tamil Nadu,perennial,drip,banana
SF-01335,38.40,49.40,45.70,32.20,77.00,6.80,985.90,37.40,1.88,9.20,759.00,sandy_loam,coastal,Odisha,kharif,drip,blackgram
SF-00495,61.60,35.60,49.60,25.90,61.60,7.60,645.60,30.10,1.73,10.90,133.00,black,central,Madhya Pradesh,kharif,sprinkler,cotton
SF-00077,111.30,50.70,42.70,27.10,71.10,6.30,2048.90,76.50,2.99,7.60,317.00,silty_loam,coastal,Odisha,kharif,canal,rice
SF-01838,66.40,31.20,58.70,20.80,65.20,6.60,1722.00,41.90,2.63,7.30,2512.00,sandy_loam,north,Himachal Pradesh,perennial,drip,apple
SF-01359,34.60,53.10,39.60,21.60,65.90,6.90,764.20,34.20,2.50,8.80,412.00,sandy_loam,south,Tamil Nadu,kharif,rainfed,blackgram
SF-00586,75.20,30.70,50.30,26.00,53.90,6.20,822.90,34.10,1.66,10.80,547.00,black,west,Goa,kharif,sprinkler,cotton
SF-00728,35.60,60.30,47.10,20.20,54.20,6.90,441.10,27.00,1.74,9.20,579.00,sandy_loam,north,Himachal Pradesh,rabi,sprinkler,chickpea
SF-01271,34.50,55.10,30.30,29.00,67.40,7.20,790.80,33.00,1.88,9.00,419.00,red,central,Chhattisgarh,zaid,rainfed,mungbean
SF-00675,117.00,34.50,48.10,30.20,91.80,6.80,2420.60,57.50,2.47,7.30,464.00,silty_loam,coastal,Andhra Pradesh,kharif,flood,jute
SF-00756,32.20,51.30,55.10,23.30,58.50,5.80,644.50,27.70,2.52,9.00,159.00,loam,west,Goa,rabi,rainfed,chickpea
SF-00031,105.00,46.90,70.30,23.00,75.70,5.80,1515.20,65.80,2.81,7.30,433.00,clay,east,Assam,perennial,canal,rice
SF-01048,46.90,41.10,69.40,15.80,67.10,6.50,840.70,31.10,1.64,8.30,692.00,loam,central,Madhya Pradesh,rabi,drip,kidneybeans
SF-01393,48.10,38.20,48.10,31.60,60.40,6.60,657.80,31.80,1.88,9.40,675.00,sandy_loam,coastal,Odisha,kharif,drip,blackgram
SF-01104,29.50,41.20,35.50,20.20,56.40,6.60,337.90,24.30,2.42,7.90,700.00,silty_loam,central,Madhya Pradesh,rabi,rainfed,lentil
SF-01387,31.30,42.50,34.30,29.90,71.00,6.80,690.40,21.90,1.85,9.00,552.00,loam,coastal,Tamil Nadu,kharif,drip,blackgram
SF-01132,34.20,41.10,35.30,14.80,56.10,6.60,421.10,23.40,2.01,9.00,176.00,sandy_loam,east,West Bengal,rabi,rainfed,lentil
SF-01118,41.80,40.00,48.00,16.70,58.70,7.30,332.80,27.30,2.06,8.50,673.00,sandy_loam,north,Jammu and Kashmir,rabi,sprinkler,lentil
SF-01492,48.70,57.80,59.10,26.70,60.20,7.00,876.80,27.80,1.55,10.40,412.00,red,south,Telangana,zaid,drip,groundnut
SF-01863,68.20,52.80,63.70,14.40,58.30,6.00,876.10,45.80,3.07,7.70,1766.00,loam,north,Himachal Pradesh,rabi,drip,apple
SF-01222,34.30,55.10,42.40,26.70,64.50,6.10,550.20,30.50,1.53,8.50,679.00,sandy_loam,central,Chhattisgarh,kharif,rainfed,mungbean
SF-01515,41.50,60.50,51.70,24.50,63.40,6.60,840.00,22.00,2.54,11.90,382.00,sandy_loam,west,Rajasthan,kharif,sprinkler,groundnut
SF-00045,103.50,38.90,50.50,26.90,79.80,6.50,2105.40,58.90,2.71,7.10,612.00,silty_loam,coastal,Goa,perennial,canal,rice
SF-00325,80.40,30.20,47.80,28.70,63.00,6.80,811.90,35.90,2.76,9.40,489.00,red,west,Goa,kharif,sprinkler,maize
SF-00169,94.60,42.00,45.90,16.10,63.90,6.60,504.80,37.40,2.16,9.10,339.00,loam,plateau,Jharkhand,rabi,canal,wheat
SF-01900,65.80,39.80,62.60,21.40,67.40,6.10,978.40,37.60,3.22,7.70,1382.00,sandy_loam,north,Uttarakhand,rabi,sprinkler,apple
SF-01194,37.30,41.80,35.10,17.80,47.60,6.50,566.40,21.70,1.44,8.30,1142.00,loam,east,Odisha,rabi,rainfed,lentil
SF-01846,47.00,41.10,48.60,16.80,62.50,6.00,1334.70,43.00,3.31,7.40,2290.00,silty_loam,north,Uttarakhand,rabi,drip,apple
SF-01357,35.30,43.90,36.40,29.50,78.60,7.10,721.70,28.10,2.00,10.40,417.00,sandy_loam,east,West Bengal,kharif,drip,blackgram
SF-00611,112.00,46.20,48.50,29.40,93.90,6.50,2134.00,78.80,2.87,10.10,243.00,alluvial,coastal,Andhra Pradesh,kharif,rainfed,jute
SF-01815,55.10,50.10,62.60,10.70,61.40,6.60,868.50,40.30,4.76,8.10,1825.00,loam,north,Uttarakhand,rabi,drip,apple
SF-00367,96.60,46.30,83.90,23.50,71.00,6.60,1744.20,50.00,2.86,10.60,545.00,loam,coastal,Kerala,kharif,drip,sugarcane
SF-00536,68.60,39.50,70.30,24.10,56.70,7.40,795.90,31.80,1.88,10.70,621.00,loam,west,Goa,kharif,drip,cotton
SF-00583,65.30,32.80,55.30,31.00,63.30,6.70,712.00,26.50,2.16,11.20,478.00,black,west,Maharashtra,kharif,drip,cotton
SF-00584,71.40,40.40,42.80,27.10,64.30,6.90,1057.80,35.90,1.41,10.30,473.00,loam,south,Telangana,kharif,sprinkler,cotton
SF-00926,42.00,33.40,60.60,26.70,53.90,6.50,996.30,24.60,2.04,9.10,391.00,red,west,Gujarat,kharif,drip,pigeonpea
SF-01407,35.60,46.40,38.00,24.60,68.80,6.50,816.70,35.60,1.74,9.60,340.00,sandy_loam,east,Bihar,kharif,rainfed,blackgram
SF-00186,95.90,47.70,48.10,11.60,47.50,6.40,513.20,31.70,1.60,9.10,574.00,silty_loam,north,Uttar Pradesh,rabi,canal,wheat
SF-00856,45.40,39.90,46.80,31.10,64.40,7.30,941.30,31.70,1.41,9.30,453.00,loam,central,Madhya Pradesh,kharif,drip,pigeonpea
SF-01755,68.00,58.00,98.60,12.30,73.20,6.30,632.50,44.50,2.19,8.50,1967.00,loam,central,Madhya Pradesh,rabi,drip,potato
SF-00417,119.70,48.60,70.40,28.90,70.50,6.90,1789.10,61.00,2.78,9.00,282.00,loam,central,Chhattisgarh,perennial,flood,sugarcane
SF-00893,28.90,43.00,49.20,23.30,72.60,6.70,870.30,27.50,1.97,10.30,1015.00,loam,west,Maharashtra,kharif,drip,pigeonpea
SF-00487,76.30,37.90,49.70,30.00,53.60,8.10,1052.70,36.20,1.83,10.60,291.00,loam,central,Chhattisgarh,kharif,drip,cotton
SF-01540,43.00,50.00,49.20,29.50,66.40,7.10,684.30,33.00,1.94,9.90,405.00,red,south,Telangana,zaid,sprinkler,groundnut
SF-00304,76.30,47.30,58.00,25.70,67.50,7.30,874.90,39.30,2.70,10.10,520.00,red,central,Chhattisgarh,kharif,sprinkler,maize
SF-01310,37.10,53.40,36.60,26.70,58.40,6.60,834.40,33.60,1.68,11.20,201.00,red,west,Goa,kharif,rainfed,mungbean
SF-00894,55.70,46.60,63.10,30.00,61.20,7.00,672.30,31.20,1.49,8.50,540.00,red,south,Karnataka,kharif,rainfed,pigeonpea
SF-00454,113.50,50.70,60.00,30.90,75.60,6.50,2013.70,46.20,2.77,11.30,720.00,loam,coastal,Odisha,kharif,canal,sugarcane
SF-01344,37.30,45.60,46.50,27.10,70.20,6.90,628.10,32.00,2.25,10.10,771.00,loam,south,Andhra Pradesh,kharif,rainfed,blackgram
SF-01550,44.80,59.80,47.00,26.70,57.00,6.50,665.40,17.90,1.90,10.50,262.00,sandy_loam,coastal,Odisha,zaid,sprinkler,groundnut
SF-00124,78.70,44.50,39.70,19.20,58.20,7.80,535.40,32.00,2.60,10.20,597.00,silty_loam,north,Uttarakhand,rabi,canal,wheat
SF-01456,47.40,42.50,63.40,24.50,66.30,6.80,863.40,23.10,2.19,10.90,640.00,loam,coastal,Goa,zaid,sprinkler,groundnut
SF-00562,51.80,43.10,60.90,25.80,61.10,6.60,758.70,35.20,1.40,10.40,727.00,black,central,Chhattisgarh,kharif,sprinkler,cotton
SF-00480,110.30,48.20,66.30,29.50,63.90,7.00,1880.90,59.60,2.51,9.30,586.00,alluvial,west,Rajasthan,perennial,canal,sugarcane
SF-01531,43.50,46.90,47.00,22.30,67.30,6.60,841.20,17.70,2.17,10.60,326.00,sandy_loam,south,Tamil Nadu,kharif,sprinkler,groundnut
SF-01362,41.30,41.00,40.70,27.40,79.50,6.90,769.10,39.30,1.79,10.20,688.00,black,east,Jharkhand,kharif,rainfed,blackgram
SF-00415,107.00,44.90,51.60,24.90,70.40,6.80,1563.70,56.80,2.22,10.10,530.00,black,west,Rajasthan,perennial,canal,sugarcane
SF-00355,77.30,39.20,58.00,27.10,61.80,7.00,851.20,45.00,2.04,8.40,667.00,red,north,Uttar Pradesh,zaid,drip,maize
SF-00195,110.30,43.50,52.00,18.10,53.30,6.50,781.90,39.60,1.67,10.10,775.00,loam,plateau,Chhattisgarh,rabi,sprinkler,wheat
SF-01227,24.40,33.70,51.60,28.90,44.90,6.60,810.10,31.00,2.14,10.20,217.00,sandy_loam,plateau,Telangana,zaid,rainfed,mungbean
SF-01628,104.70,63.30,97.90,27.50,82.20,6.10,1579.30,55.60,3.27,9.40,121.00,alluvial,coastal,Odisha,kharif,drip,banana
SF-01650,111.60,65.40,117.70,30.20,89.30,6.10,1767.60,68.40,2.43,9.20,662.00,alluvial,east,Jharkhand,kharif,flood,banana
SF-01458,59.70,55.40,47.80,25.50,58.00,7.20,951.80,13.50,1.48,10.50,231.00,sandy_loam,coastal,Goa,kharif,drip,groundnut
SF-00267,83.70,42.20,52.50,26.30,62.10,6.70,945.80,35.50,2.21,9.30,204.00,sandy_loam,central,Chhattisgarh,kharif,canal,maize
SF-01818,51.90,44.50,75.50,15.30,64.30,6.70,1097.10,46.30,3.07,7.60,2462.00,loam,north,Uttar Pradesh,rabi,drip,apple
SF-00068,111.20,48.00,61.10,32.00,79.30,6.90,1998.30,62.00,2.53,6.80,275.00,clay,south,Karnataka,kharif,flood,rice
SF-01579,134.60,62.30,92.70,27.20,78.30,6.00,2055.60,57.30,2.60,9.00,572.00,alluvial,coastal,Kerala,kharif,flood,banana
SF-00731,34.40,59.30,27.60,20.80,60.00,8.20,561.00,32.00,1.80,9.50,732.00,loam,north,Uttarakhand,rabi,sprinkler,chickpea
SF-01454,45.20,52.70,50.80,22.60,52.30,7.00,755.70,23.50,1.28,10.60,215.00,red,coastal,Goa,zaid,drip,groundnut
SF-00465,128.80,37.90,69.60,24.50,85.70,6.80,1608.10,60.20,1.73,9.10,457.00,loam,coastal,Goa,kharif,drip,sugarcane
SF-01356,32.00,45.20,38.80,32.50,56.00,6.40,753.00,35.20,1.14,8.40,445.00,loam,east,West Bengal,kharif,rainfed,blackgram
SF-01856,77.60,52.30,73.30,14.20,65.30,6.10,1059.50,31.30,4.05,8.20,1471.00,sandy_loam,north,Uttar Pradesh,rabi,sprinkler,apple
SF-01689,78.10,53.50,83.40,17.50,71.70,5.50,739.00,41.00,1.87,8.00,2212.00,loam,north,Haryana,rabi,sprinkler,potato
SF-01677,91.50,61.00,98.40,23.80,82.80,6.40,1562.00,63.20,3.18,8.90,448.00,loam,east,Odisha,perennial,drip,banana
SF-01616,135.00,75.00,97.60,27.00,88.50,6.20,1979.50,61.90,3.04,10.10,650.00,loam,east,Assam,kharif,drip,banana
SF-01724,89.00,45.10,102.80,21.90,58.30,6.30,677.00,48.70,2.27,7.50,1414.00,silty_loam,north,Haryana,rabi,sprinkler,potato
SF-01747,71.80,59.10,89.50,18.80,69.70,6.20,876.00,44.80,1.97,8.10,1094.00,sandy_loam,north,Jammu and Kashmir,rabi,sprinkler,potato
SF-01339,42.50,35.10,41.70,23.10,64.90,7.30,850.30,35.90,1.94,8.90,539.00,sandy_loam,east,Assam,kharif,drip,blackgram
SF-01474,44.10,65.30,58.20,27.70,63.30,6.80,739.00,24.50,1.44,10.50,399.00,loam,plateau,Chhattisgarh,zaid,sprinkler,groundnut
SF-01681,81.90,61.40,89.30,23.50,66.40,5.80,704.90,58.00,2.31,8.80,1325.00,loam,hill,Uttarakhand,rabi,sprinkler,potato
SF-01597,118.80,57.10,105.90,24.80,82.60,6.40,1894.80,56.60,2.98,9.70,448.00,black,south,Telangana,kharif,flood,banana
SF-01176,32.20,35.40,35.70,12.60,62.30,6.60,331.20,26.00,2.28,8.40,738.00,silty_loam,central,Chhattisgarh,rabi,sprinkler,lentil
SF-00451,114.20,51.20,49.30,31.10,74.00,6.60,1845.20,56.90,1.90,10.80,496.00,alluvial,coastal,Tamil Nadu,kharif,canal,sugarcane
SF-00603,93.10,45.80,53.20,32.30,85.30,6.90,2077.50,74.10,3.21,8.40,602.00,clay,east,Jharkhand,kharif,flood,jute
SF-01564,129.10,68.70,113.20,26.40,80.10,6.30,2058.70,56.80,2.71,10.40,579.00,black,coastal,Andhra Pradesh,kharif,drip,banana
SF-00599,60.80,35.00,54.40,28.30,56.80,7.90,821.90,38.30,1.49,9.50,427.00,loam,south,Kerala,kharif,sprinkler,cotton
SF-00839,31.70,62.80,58.30,16.20,54.80,7.70,717.90,21.90,2.20,9.50,290.00,black,west,Gujarat,rabi,sprinkler,chickpea
SF-00262,95.20,36.60,54.70,20.40,67.60,7.30,955.20,49.10,1.92,9.60,364.00,red,plateau,Chhattisgarh,zaid,drip,maize
SF-01287,32.60,44.10,46.60,25.70,63.60,6.80,740.70,34.30,1.88,9.60,827.00,red,west,Goa,zaid,drip,mungbean
SF-00241,75.90,36.10,47.40,21.50,70.30,6.90,992.40,40.20,2.46,8.40,816.00,sandy_loam,central,Madhya Pradesh,kharif,sprinkler,maize
SF-01719,67.10,48.90,68.50,17.70,74.50,6.00,674.20,48.30,2.19,8.40,1446.00,silty_loam,north,Uttarakhand,rabi,sprinkler,potato
SF-00638,98.00,40.60,61.90,31.50,84.80,6.90,2162.60,70.80,3.26,9.30,362.00,alluvial,coastal,Andhra Pradesh,kharif,rainfed,jute
SF-00553,67.70,24.20,50.60,32.30,58.60,7.50,1041.80,36.00,1.61,9.90,739.00,red,central,Chhattisgarh,kharif,sprinkler,cotton
SF-01299,29.00,40.20,51.50,25.50,75.50,6.70,651.70,32.70,1.63,10.20,685.00,loam,central,Chhattisgarh,zaid,rainfed,mungbean
SF-01342,35.10,46.20,43.10,26.20,64.20,6.80,835.30,34.00,2.47,10.20,812.00,black,south,Andhra Pradesh,kharif,drip,blackgram
SF-00974,55.50,42.70,36.60,17.70,73.20,6.70,643.20,27.70,1.73,8.00,1037.00,loam,north,Uttar Pradesh,kharif,drip,kidneybeans
SF-01088,40.70,50.60,50.10,16.50,48.30,6.50,450.50,24.20,1.68,9.50,711.00,loam,north,Jammu and Kashmir,rabi,sprinkler,lentil
SF-00678,82.80,29.40,59.40,31.30,91.60,6.50,2624.50,56.10,2.52,8.20,518.00,alluvial,east,Assam,kharif,flood,jute
SF-00969,34.60,39.40,59.50,24.20,59.00,6.20,495.70,37.20,2.04,8.50,1445.00,red,north,Himachal Pradesh,rabi,sprinkler,kidneybeans
SF-00535,69.30,33.90,54.70,30.40,52.20,6.60,561.70,36.80,1.58,10.70,758.00,red,south,Telangana,kharif,sprinkler,cotton
SF-00072,100.80,54.60,58.00,33.60,82.50,6.40,2420.50,70.80,2.08,7.40,394.00,clay,south,Telangana,kharif,flood,rice
SF-01403,37.40,42.70,52.30,27.00,58.60,6.50,835.60,31.60,1.93,10.20,309.00,sandy_loam,east,Jharkhand,kharif,drip,blackgram
